Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8,Course,recommended_career_target
11,5,14,16,14,12,16,19,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
13,6,13,16,19,12,17,20,1,1,0,3,1,1,3,3,Unknown,"Astronomer
"
12,7,12,18,16,10,18,17,1,0,0,3,3,1,3,1,Unknown,"Astronomer
"
12,6,13,19,19,13,18,18,1,0,1,3,1,1,1,3,Unknown,"Astronomer
"
14,5,15,20,16,13,16,15,1,1,3,3,1,0,3,3,Unknown,"Astronomer
"
12,6,12,20,17,12,17,19,0,0,0,3,1,1,3,3,Unknown,"Astronomer
"
13,5,12,16,20,13,19,18,1,0,1,3,1,1,3,1,Unknown,"Astronomer
"
12,8,13,18,15,13,19,18,1,0,1,3,3,1,3,1,Unknown,"Astronomer
"
13,6,13,20,16,12,18,19,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,7,13,19,18,11,14,19,1,0,0,3,3,3,1,3,Unknown,"Astronomer
"
12,5,10,18,16,13,17,18,1,1,1,3,3,0,3,1,Unknown,"Astronomer
"
14,7,11,18,18,12,16,19,3,1,3,3,1,1,3,3,Unknown,"Astronomer
"
13,8,11,17,17,12,20,17,1,0,1,3,1,1,3,3,Unknown,"Astronomer
"
13,6,13,20,16,12,17,20,3,0,3,3,1,1,3,1,Unknown,"Astronomer
"
12,6,13,19,14,12,19,19,0,0,1,3,3,1,3,3,Unknown,"Astronomer
"
14,7,11,16,16,12,17,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,5,11,20,16,11,16,20,1,1,0,3,3,1,3,3,Unknown,"Astronomer
"
13,7,12,19,17,11,18,20,0,0,1,3,1,0,3,3,Unknown,"Astronomer
"
14,6,13,17,20,11,16,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,13,18,15,15,16,19,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
10,6,15,18,14,5,13,19,1,0,3,3,1,0,3,3,Unknown,"Astronomer
"
12,7,12,17,18,14,20,20,1,0,1,3,3,0,3,3,Unknown,"Astronomer
"
13,5,12,19,19,13,18,17,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,14,16,19,13,19,20,1,0,1,3,3,0,3,1,Unknown,"Astronomer
"
11,7,9,19,5,18,18,13,0,0,0,3,0,3,3,1,Unknown,"Astronomer
"
12,8,18,17,12,6,12,19,1,0,3,3,0,0,1,1,Unknown,"Astronomer
"
10,7,14,17,18,11,16,18,3,0,0,3,1,1,3,3,Unknown,"Astronomer
"
17,8,14,19,18,11,17,18,1,0,0,3,3,0,1,3,Unknown,"Astronomer
"
11,7,14,18,13,13,20,20,0,0,0,3,3,1,3,1,Unknown,"Astronomer
"
14,8,13,18,20,13,17,17,3,1,1,3,3,1,3,1,Unknown,"Astronomer
"
13,5,12,18,14,12,14,19,1,1,0,3,3,0,3,1,Unknown,"Astronomer
"
11,7,12,17,17,12,17,18,1,1,3,3,1,1,3,3,Unknown,"Astronomer
"
12,7,12,20,16,14,18,18,1,0,1,3,1,1,3,3,Unknown,"Astronomer
"
12,8,13,16,18,12,17,19,1,1,0,3,1,0,3,3,Unknown,"Astronomer
"
13,7,13,19,20,12,17,20,0,0,1,3,3,0,3,3,Unknown,"Astronomer
"
13,5,13,20,19,11,16,17,1,0,0,3,1,0,3,1,Unknown,"Astronomer
"
13,8,15,19,16,13,17,17,1,0,0,3,1,1,3,3,Unknown,"Astronomer
"
9,9,14,19,18,12,17,19,1,0,1,3,1,3,1,3,Unknown,"Astronomer
"
13,10,11,20,9,17,16,6,1,0,0,3,0,3,1,0,Unknown,"Astronomer
"
11,8,14,16,18,11,17,14,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,7,13,20,19,12,18,16,0,0,0,3,1,1,1,3,Unknown,"Astronomer
"
12,6,13,19,20,13,18,17,0,1,1,3,1,0,3,3,Unknown,"Astronomer
"
11,5,13,18,20,10,17,19,0,1,1,3,3,3,3,3,Unknown,"Astronomer
"
12,5,10,20,17,12,17,19,0,1,0,3,3,1,1,3,Unknown,"Astronomer
"
13,7,12,18,18,11,19,18,1,0,0,3,1,3,1,3,Unknown,"Astronomer
"
14,6,14,17,19,11,20,17,1,0,1,3,1,3,1,3,Unknown,"Astronomer
"
12,7,13,18,17,11,17,18,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,6,11,18,19,12,20,18,1,1,0,3,3,0,1,3,Unknown,"Astronomer
"
11,9,11,18,18,12,18,16,1,1,0,3,3,1,1,3,Unknown,"Astronomer
"
14,5,13,19,17,12,16,19,1,0,1,3,1,1,1,3,Unknown,"Astronomer
"
11,6,14,15,14,12,17,20,1,1,0,3,1,1,3,3,Unknown,"Astronomer
"
12,7,13,17,14,11,16,15,1,0,0,3,3,1,3,1,Unknown,"Astronomer
"
12,8,12,18,17,13,18,18,1,1,0,3,3,1,3,3,Unknown,"Astronomer
"
18,8,6,17,12,12,16,13,1,0,1,3,0,1,3,3,Unknown,"Astronomer
"
14,6,11,18,17,12,16,18,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
14,6,12,17,20,12,17,20,3,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,8,11,18,16,13,15,19,1,1,1,3,3,0,3,3,Unknown,"Astronomer
"
12,7,8,16,7,18,17,12,1,0,0,3,0,3,3,1,Unknown,"Astronomer
"
10,6,13,15,17,11,18,18,1,0,1,3,3,3,3,1,Unknown,"Astronomer
"
14,8,13,18,17,12,16,17,0,0,0,3,3,3,3,3,Unknown,"Astronomer
"
11,8,14,18,19,11,16,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
17,8,11,15,13,16,16,7,3,1,0,3,1,3,1,0,Unknown,"Astronomer
"
13,7,15,18,16,11,17,16,3,0,1,3,3,1,1,3,Unknown,"Astronomer
"
12,7,14,18,15,13,15,17,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
11,5,13,16,20,12,19,20,0,0,3,3,1,1,3,1,Unknown,"Astronomer
"
13,5,14,17,17,12,19,18,0,0,3,3,1,0,3,3,Unknown,"Astronomer
"
13,5,12,16,18,11,16,20,1,0,1,3,1,0,3,3,Unknown,"Astronomer
"
11,6,12,17,18,12,16,20,1,0,3,3,3,1,3,3,Unknown,"Astronomer
"
13,8,13,17,16,12,15,19,0,0,0,3,3,1,1,3,Unknown,"Astronomer
"
13,6,13,20,17,12,20,20,0,0,1,3,3,1,3,3,Unknown,"Astronomer
"
10,5,13,15,17,13,17,20,0,0,1,3,3,0,3,3,Unknown,"Astronomer
"
13,9,14,16,17,12,18,20,1,1,0,3,3,3,3,3,Unknown,"Astronomer
"
14,9,11,16,15,13,18,19,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,13,17,20,13,18,20,1,0,1,3,3,0,1,1,Unknown,"Astronomer
"
11,7,11,18,19,13,16,18,1,0,0,3,3,0,1,3,Unknown,"Astronomer
"
12,7,11,19,16,12,17,19,0,0,1,3,3,1,3,1,Unknown,"Astronomer
"
12,7,14,17,18,13,14,17,0,0,0,3,3,3,1,1,Unknown,"Astronomer
"
10,5,14,19,16,12,18,17,0,1,1,3,3,0,1,3,Unknown,"Astronomer
"
13,7,13,20,17,12,18,19,1,0,1,3,3,0,3,3,Unknown,"Astronomer
"
11,8,13,19,18,13,19,20,1,0,1,3,1,1,1,3,Unknown,"Astronomer
"
13,8,13,17,18,12,18,19,0,0,0,3,1,1,3,3,Unknown,"Astronomer
"
11,9,13,19,19,12,19,20,1,0,0,3,1,1,1,1,Unknown,"Astronomer
"
10,6,13,17,16,13,19,18,0,0,1,3,1,0,3,3,Unknown,"Astronomer
"
12,6,14,20,17,11,19,18,0,0,0,3,3,1,1,3,Unknown,"Astronomer
"
14,6,12,15,16,11,16,17,1,1,1,3,1,0,3,3,Unknown,"Astronomer
"
12,8,13,18,18,13,17,20,1,0,1,3,3,1,1,1,Unknown,"Astronomer
"
13,8,11,19,19,13,16,18,1,1,1,3,1,1,1,1,Unknown,"Astronomer
"
18,13,8,19,7,14,17,13,3,0,1,3,0,1,3,1,Unknown,"Astronomer
"
12,7,14,18,16,12,20,20,1,0,0,3,3,0,3,1,Unknown,"Astronomer
"
12,6,12,18,20,12,18,17,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,5,14,19,18,11,16,19,0,0,0,3,3,0,3,1,Unknown,"Astronomer
"
14,9,13,20,18,13,16,19,0,0,1,3,3,0,3,3,Unknown,"Astronomer
"
13,10,13,17,12,14,16,15,1,0,0,3,3,1,1,3,Unknown,"Astronomer
"
13,7,13,19,19,11,19,20,0,0,1,3,3,0,3,1,Unknown,"Astronomer
"
11,7,13,19,16,13,16,17,0,0,1,3,3,1,3,1,Unknown,"Astronomer
"
11,9,12,18,18,13,17,15,1,0,0,3,1,1,3,1,Unknown,"Astronomer
"
14,7,15,19,18,13,20,15,0,1,1,3,3,0,3,3,Unknown,"Astronomer
"
11,11,12,17,18,12,17,20,0,0,1,3,3,3,3,3,Unknown,"Astronomer
"
13,6,13,17,18,11,20,18,1,0,1,3,1,1,3,1,Unknown,"Astronomer
"
11,8,14,19,18,11,18,17,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
10,6,13,20,18,13,17,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,12,18,18,10,17,18,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,8,8,19,8,19,17,6,1,0,1,3,1,3,3,1,Unknown,"Astronomer
"
19,9,14,17,14,14,18,7,3,0,1,3,1,3,3,0,Unknown,"Astronomer
"
12,7,11,19,17,13,16,20,0,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,7,12,17,18,13,17,20,0,0,1,3,3,1,3,3,Unknown,"Astronomer
"
11,7,13,16,15,13,17,15,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
11,5,13,19,16,11,20,18,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
14,7,15,17,12,11,20,19,1,0,0,3,3,1,1,3,Unknown,"Astronomer
"
14,5,11,18,16,13,16,16,0,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,7,13,18,17,10,15,19,0,0,1,3,3,1,1,3,Unknown,"Astronomer
"
12,8,13,18,14,10,16,20,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,11,20,17,13,17,20,0,1,1,3,3,1,3,3,Unknown,"Astronomer
"
11,7,12,20,17,11,17,16,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
6,8,12,20,13,16,17,13,0,0,1,3,1,1,3,1,Unknown,"Astronomer
"
12,8,12,17,17,12,17,16,1,0,3,3,1,1,3,3,Unknown,"Astronomer
"
12,7,15,18,14,12,17,20,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
12,6,14,20,16,13,15,17,0,0,0,3,3,3,3,1,Unknown,"Astronomer
"
14,6,13,19,17,13,17,16,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,6,13,17,20,12,19,19,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
11,7,12,16,17,13,15,20,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
13,6,13,20,18,14,20,20,0,1,1,3,3,0,3,1,Unknown,"Astronomer
"
13,7,12,15,16,12,18,18,1,0,1,3,1,1,3,3,Unknown,"Astronomer
"
14,9,12,19,17,11,18,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,8,12,20,19,12,16,17,0,0,1,3,3,1,1,1,Unknown,"Astronomer
"
11,5,14,20,14,11,20,19,3,0,1,3,3,0,3,3,Unknown,"Astronomer
"
15,7,12,18,14,11,18,20,0,1,0,3,3,0,3,1,Unknown,"Astronomer
"
19,14,7,20,8,14,18,13,1,1,0,3,1,1,3,1,Unknown,"Astronomer
"
11,6,13,20,19,11,16,17,3,0,1,3,1,1,3,3,Unknown,"Astronomer
"
11,9,12,17,15,11,18,18,1,0,1,3,1,0,3,3,Unknown,"Astronomer
"
12,9,14,17,19,11,17,16,1,0,1,3,3,3,1,1,Unknown,"Astronomer
"
12,5,9,18,17,12,16,18,0,1,1,3,3,1,3,3,Unknown,"Astronomer
"
10,8,11,18,14,11,19,17,0,1,3,3,3,1,3,1,Unknown,"Astronomer
"
11,14,6,20,8,17,19,13,1,1,0,3,0,3,1,0,Unknown,"Astronomer
"
14,7,13,17,20,12,17,17,1,0,1,3,3,1,1,3,Unknown,"Astronomer
"
10,5,12,16,17,10,18,20,1,0,1,3,3,1,3,1,Unknown,"Astronomer
"
13,7,13,19,16,12,17,20,0,1,0,3,1,0,3,3,Unknown,"Astronomer
"
18,7,12,18,8,17,12,5,3,0,1,3,0,3,1,0,Unknown,"Astronomer
"
10,6,12,19,16,11,17,20,3,1,1,3,0,1,1,3,Unknown,"Astronomer
"
12,5,13,17,19,12,16,16,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
14,8,14,17,16,11,16,16,0,0,1,3,3,0,1,3,Unknown,"Astronomer
"
14,8,14,19,16,13,19,17,0,0,1,3,3,1,3,1,Unknown,"Astronomer
"
14,8,12,20,16,12,18,19,1,0,1,3,3,1,1,3,Unknown,"Astronomer
"
14,7,10,15,19,12,16,20,0,0,1,3,1,1,3,3,Unknown,"Astronomer
"
13,6,12,18,16,12,15,18,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,7,12,20,20,12,15,20,0,0,1,3,1,1,3,3,Unknown,"Astronomer
"
13,5,14,20,14,13,18,18,1,0,0,3,3,1,1,3,Unknown,"Astronomer
"
14,6,12,18,18,12,17,19,0,1,3,3,3,0,1,3,Unknown,"Astronomer
"
18,6,14,19,7,15,12,7,3,1,1,3,0,1,1,0,Unknown,"Astronomer
"
13,10,12,19,20,11,19,20,1,1,0,3,1,1,1,1,Unknown,"Astronomer
"
13,8,13,17,18,12,18,19,1,1,1,3,1,1,3,3,Unknown,"Astronomer
"
15,9,11,20,17,11,17,17,1,0,3,3,1,1,3,3,Unknown,"Astronomer
"
12,5,11,19,16,11,16,20,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,9,12,18,17,13,18,16,1,0,3,3,1,3,3,3,Unknown,"Astronomer
"
11,5,13,18,14,12,20,19,1,0,3,3,3,1,3,1,Unknown,"Astronomer
"
13,5,13,18,17,11,16,17,0,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,6,13,20,13,12,18,20,1,0,1,3,3,1,3,1,Unknown,"Astronomer
"
14,10,13,19,20,10,18,19,0,0,0,3,1,0,3,1,Unknown,"Astronomer
"
13,7,12,18,17,12,14,18,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,11,19,15,12,14,20,1,0,0,3,1,0,3,3,Unknown,"Astronomer
"
11,6,15,20,18,13,18,19,0,0,1,3,1,1,1,1,Unknown,"Astronomer
"
13,6,13,17,18,13,18,20,1,1,1,3,3,1,3,1,Unknown,"Astronomer
"
12,7,11,18,19,13,20,18,0,1,0,3,3,1,3,3,Unknown,"Astronomer
"
15,7,13,19,14,11,18,16,1,0,1,3,1,1,3,3,Unknown,"Astronomer
"
15,9,13,18,18,12,17,19,1,0,1,3,3,0,1,1,Unknown,"Astronomer
"
13,7,12,18,18,13,17,19,0,0,0,3,3,3,1,1,Unknown,"Astronomer
"
13,5,14,17,19,13,16,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
14,9,12,20,17,12,20,17,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
11,9,12,18,18,10,17,19,0,0,0,3,3,0,3,3,Unknown,"Astronomer
"
13,8,14,20,17,12,19,19,0,1,0,3,3,1,1,3,Unknown,"Astronomer
"
12,6,12,18,18,11,20,20,3,1,1,3,3,1,3,3,Unknown,"Astronomer
"
10,6,13,20,19,12,18,17,1,0,0,3,1,1,3,3,Unknown,"Astronomer
"
18,14,7,19,6,14,18,13,1,1,1,3,0,1,1,1,Unknown,"Astronomer
"
11,5,13,17,17,14,16,18,1,0,1,3,3,1,3,1,Unknown,"Astronomer
"
13,8,12,19,14,10,14,16,0,0,1,3,1,0,3,1,Unknown,"Astronomer
"
11,7,13,19,17,13,16,20,0,0,0,3,3,0,3,3,Unknown,"Astronomer
"
18,9,13,16,13,19,17,5,3,0,0,3,1,1,1,0,Unknown,"Astronomer
"
12,7,13,18,18,13,19,17,0,0,1,3,3,1,1,3,Unknown,"Astronomer
"
10,5,11,20,16,13,18,17,0,0,1,3,1,0,3,3,Unknown,"Astronomer
"
18,7,12,18,13,17,18,8,1,0,1,3,0,1,3,1,Unknown,"Astronomer
"
12,8,5,20,6,15,18,8,1,1,1,3,0,3,3,0,Unknown,"Astronomer
"
12,6,14,20,19,11,18,19,1,0,1,3,3,0,1,1,Unknown,"Astronomer
"
13,7,13,20,16,14,19,19,1,1,1,3,3,1,1,3,Unknown,"Astronomer
"
12,8,13,19,16,12,17,18,1,0,3,3,3,1,1,3,Unknown,"Astronomer
"
11,5,13,19,20,11,18,20,1,0,1,3,3,1,1,1,Unknown,"Astronomer
"
12,8,13,17,18,14,17,18,1,0,0,3,1,0,3,3,Unknown,"Astronomer
"
12,8,13,17,17,12,19,14,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,8,13,17,19,12,18,17,1,1,0,3,3,1,3,1,Unknown,"Astronomer
"
12,5,11,17,15,12,18,18,0,0,1,3,1,1,3,3,Unknown,"Astronomer
"
13,7,12,18,15,11,20,19,0,0,0,3,1,3,3,3,Unknown,"Astronomer
"
12,5,12,20,15,14,19,19,0,1,1,3,3,1,1,3,Unknown,"Astronomer
"
11,6,14,18,17,11,17,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
11,7,12,17,18,12,20,17,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,8,12,20,20,10,16,19,1,0,0,3,3,1,3,3,Unknown,"Astronomer
"
12,8,12,17,15,13,18,19,0,1,0,3,3,0,3,1,Unknown,"Astronomer
"
12,7,14,19,16,12,17,20,0,0,1,3,3,0,3,3,Unknown,"Astronomer
"
13,9,11,18,16,13,19,18,1,0,0,3,3,1,3,1,Unknown,"Astronomer
"
15,7,15,19,15,13,19,20,1,1,1,3,1,1,1,3,Unknown,"Astronomer
"
13,6,14,18,17,12,18,18,1,0,1,3,3,1,3,1,Unknown,"Astronomer
"
12,6,11,17,16,11,18,20,1,0,0,3,3,1,3,1,Unknown,"Astronomer
"
13,10,13,18,18,11,17,16,1,1,1,3,3,1,3,1,Unknown,"Astronomer
"
14,7,18,15,12,10,12,19,0,0,3,3,1,0,1,1,Unknown,"Astronomer
"
10,9,13,18,16,12,17,20,1,1,1,3,3,1,1,3,Unknown,"Astronomer
"
11,8,12,19,18,11,18,20,3,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,7,12,17,18,12,18,17,1,0,1,3,3,1,3,1,Unknown,"Astronomer
"
12,7,12,17,19,11,17,17,1,0,1,3,3,1,1,3,Unknown,"Astronomer
"
7,8,12,16,12,15,17,12,0,1,0,3,1,3,3,1,Unknown,"Astronomer
"
12,8,12,17,16,13,18,18,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,7,14,18,16,13,16,20,1,0,1,3,3,1,1,3,Unknown,"Astronomer
"
13,10,9,18,7,18,19,13,1,1,0,3,0,3,3,1,Unknown,"Astronomer
"
11,8,14,18,19,13,18,16,0,0,1,3,1,0,3,3,Unknown,"Astronomer
"
15,5,12,16,19,13,16,17,0,1,1,3,1,0,3,1,Unknown,"Astronomer
"
11,7,12,20,16,13,18,16,1,1,1,3,1,3,3,3,Unknown,"Astronomer
"
13,9,12,19,20,12,18,20,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
11,7,14,17,18,12,16,17,1,0,1,3,3,0,1,3,Unknown,"Astronomer
"
12,8,10,19,16,11,19,20,1,0,0,3,3,0,3,3,Unknown,"Astronomer
"
11,5,13,18,20,12,18,20,1,1,1,3,1,1,3,3,Unknown,"Astronomer
"
13,6,15,20,20,13,17,20,1,0,1,3,1,1,3,3,Unknown,"Astronomer
"
13,6,14,20,14,12,17,20,3,0,1,3,3,0,1,1,Unknown,"Astronomer
"
14,7,7,20,6,18,15,14,1,0,0,3,0,3,3,0,Unknown,"Astronomer
"
15,5,14,18,17,11,18,20,0,0,0,3,1,1,3,1,Unknown,"Astronomer
"
14,10,13,19,17,12,17,18,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
14,8,12,20,16,12,19,17,0,0,0,3,3,0,3,3,Unknown,"Astronomer
"
10,5,12,17,16,11,20,17,3,0,1,3,3,0,3,3,Unknown,"Astronomer
"
13,6,13,17,20,12,17,16,0,0,1,3,1,1,1,3,Unknown,"Astronomer
"
18,5,11,17,7,16,12,6,3,0,1,3,0,1,1,0,Unknown,"Astronomer
"
10,8,12,20,17,13,15,18,1,0,1,3,1,0,1,1,Unknown,"Astronomer
"
12,7,13,20,18,12,20,20,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
14,7,11,20,16,12,15,19,1,1,1,3,3,1,1,3,Unknown,"Astronomer
"
14,7,13,20,17,12,17,18,0,1,1,3,1,1,3,3,Unknown,"Astronomer
"
12,8,11,20,15,11,17,16,1,0,1,3,3,1,1,3,Unknown,"Astronomer
"
14,6,11,19,16,11,19,19,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
11,8,12,20,16,12,19,19,1,0,0,3,3,0,3,3,Unknown,"Astronomer
"
10,6,14,18,17,11,16,19,1,0,0,3,3,0,3,1,Unknown,"Astronomer
"
15,5,13,20,17,13,15,17,0,0,3,3,3,1,3,3,Unknown,"Astronomer
"
12,7,12,17,19,13,17,19,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
12,6,13,16,14,13,20,17,0,0,3,3,3,1,1,3,Unknown,"Astronomer
"
13,8,14,17,17,12,17,18,1,1,3,3,3,1,3,1,Unknown,"Astronomer
"
11,7,11,18,18,13,15,17,1,0,0,3,3,1,1,3,Unknown,"Astronomer
"
11,8,12,19,14,11,15,20,1,0,1,3,3,0,1,3,Unknown,"Astronomer
"
13,7,7,16,8,18,18,13,1,0,0,3,0,3,3,1,Unknown,"Astronomer
"
15,6,13,19,18,12,19,17,0,1,1,3,1,1,3,1,Unknown,"Astronomer
"
13,9,13,15,17,12,16,17,0,0,0,3,3,1,3,3,Unknown,"Astronomer
"
13,7,17,17,14,8,13,20,1,1,3,3,1,0,3,1,Unknown,"Astronomer
"
13,7,17,16,14,7,11,20,1,0,3,3,1,0,1,1,Unknown,"Astronomer
"
13,7,11,18,18,11,17,17,0,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,8,12,20,15,12,18,16,0,0,0,3,3,1,3,3,Unknown,"Astronomer
"
14,5,14,17,20,13,18,19,1,0,1,3,1,0,1,3,Unknown,"Astronomer
"
13,12,6,18,11,17,17,11,0,1,0,3,0,1,1,1,Unknown,"Astronomer
"
13,8,15,19,19,12,19,18,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,9,12,17,17,13,18,18,0,1,1,3,1,1,3,3,Unknown,"Astronomer
"
12,7,12,18,14,13,16,20,1,0,3,3,3,1,3,3,Unknown,"Astronomer
"
13,8,13,20,15,11,15,16,1,0,1,3,3,0,1,1,Unknown,"Astronomer
"
11,9,13,20,16,10,19,16,1,1,1,3,3,1,3,1,Unknown,"Astronomer
"
14,7,12,16,13,12,16,19,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
13,9,13,19,14,12,16,17,0,0,1,3,3,1,3,1,Unknown,"Astronomer
"
12,6,11,17,20,13,16,20,1,1,1,3,3,1,3,3,Unknown,"Astronomer
"
12,9,14,19,15,11,19,19,0,0,1,3,3,0,1,3,Unknown,"Astronomer
"
11,9,19,20,13,8,13,20,0,0,1,3,1,1,1,3,Unknown,"Astronomer
"
9,10,12,16,15,12,19,18,1,0,3,3,3,3,1,3,Unknown,"Astronomer
"
12,6,13,20,16,13,18,18,0,0,1,3,1,0,3,1,Unknown,"Astronomer
"
11,9,13,20,20,12,17,20,1,1,0,3,3,0,3,3,Unknown,"Astronomer
"
13,5,12,19,16,12,20,17,1,1,1,3,3,1,3,1,Unknown,"Astronomer
"
13,8,13,18,16,12,14,16,1,1,1,3,1,3,1,3,Unknown,"Astronomer
"
15,5,14,18,17,14,18,15,1,0,1,3,3,1,3,3,Unknown,"Astronomer
"
13,5,12,19,18,12,18,17,1,1,1,3,1,1,3,3,Unknown,"Astronomer
"
12,6,8,17,6,19,18,12,1,0,0,3,0,3,1,1,Unknown,Philosopher
13,5,8,15,6,17,17,12,0,0,0,3,1,1,1,1,Unknown,Philosopher
13,9,8,18,8,17,20,15,0,0,0,3,0,1,3,0,Unknown,Philosopher
14,6,7,16,6,19,17,13,1,0,0,3,1,3,1,3,Unknown,Philosopher
14,5,9,16,6,19,20,12,1,0,0,3,0,1,3,1,Unknown,Philosopher
13,10,7,17,5,20,15,14,1,0,1,3,0,3,1,1,Unknown,Philosopher
12,8,9,19,7,19,15,13,1,0,0,3,0,3,1,1,Unknown,Philosopher
12,7,10,16,5,18,19,14,1,0,0,3,0,1,3,1,Unknown,Philosopher
13,7,8,16,5,19,18,13,1,0,1,3,1,3,3,1,Unknown,Philosopher
12,5,8,18,5,16,18,14,0,0,0,3,1,1,3,0,Unknown,Philosopher
14,7,9,17,8,17,18,14,1,0,0,3,0,3,1,0,Unknown,Philosopher
13,7,7,18,8,19,16,15,0,0,0,3,0,3,3,0,Unknown,Philosopher
10,5,7,18,7,19,16,12,1,0,0,3,0,3,1,1,Unknown,Philosopher
13,7,9,20,6,19,18,13,0,1,0,3,1,1,1,1,Unknown,Philosopher
12,8,8,19,5,18,20,13,1,1,0,3,0,0,3,3,Unknown,Philosopher
15,9,8,18,7,19,18,13,1,0,0,3,0,3,3,3,Unknown,Philosopher
12,6,9,20,5,20,15,11,0,0,1,3,1,1,3,1,Unknown,Philosopher
13,6,7,19,7,16,17,12,1,0,1,3,0,3,3,1,Unknown,Philosopher
12,6,8,17,7,18,20,12,1,1,0,3,0,3,1,1,Unknown,Philosopher
12,7,8,18,7,18,16,13,0,0,0,3,1,3,1,1,Unknown,Philosopher
8,8,13,16,12,17,19,13,1,0,1,3,1,3,3,1,Unknown,Philosopher
13,5,9,18,5,18,12,12,0,0,0,3,0,3,1,1,Unknown,Philosopher
13,6,8,19,6,15,17,14,1,1,0,3,0,1,3,1,Unknown,Philosopher
12,6,9,20,5,15,18,13,0,1,1,3,1,3,3,1,Unknown,Philosopher
12,8,7,19,6,17,19,14,0,0,0,3,1,1,3,0,Unknown,Philosopher
13,7,9,18,5,19,20,13,0,0,0,3,1,3,1,3,Unknown,Philosopher
11,8,9,16,6,19,18,13,0,0,1,3,1,1,3,1,Unknown,Philosopher
12,8,7,17,6,19,20,14,3,0,0,3,0,1,3,1,Unknown,Philosopher
12,7,7,19,5,20,17,13,1,1,0,3,0,3,1,0,Unknown,Philosopher
12,5,9,18,7,19,17,12,0,0,0,3,1,3,1,1,Unknown,Philosopher
12,5,9,19,6,18,17,13,1,0,0,3,0,3,1,0,Unknown,Philosopher
13,8,8,19,9,18,18,13,1,0,0,3,0,1,1,1,Unknown,Philosopher
10,7,8,18,8,20,17,14,1,0,0,3,0,3,3,1,Unknown,Philosopher
12,6,8,18,5,19,18,12,1,0,0,3,1,3,1,1,Unknown,Philosopher
12,7,9,16,7,20,17,13,0,0,0,3,1,3,3,1,Unknown,Philosopher
10,8,9,15,7,18,15,12,0,0,0,3,0,3,3,0,Unknown,Philosopher
14,7,8,16,7,19,17,13,3,1,0,3,0,1,3,3,Unknown,Philosopher
13,6,7,17,6,16,18,14,1,0,0,3,1,1,3,1,Unknown,Philosopher
